Job Title,Job Description,Job Location,Employer Brand Name,Salary Lower Range,Salary Upper Range,Shift Timings,Calling Hours,Accommodation Provided,English Proficiency,Additional Perks,Active,Create Date,Job Post Id,Employer Id
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.","Thaltej, Ahmedabad",FTV Café & Restro,17000.00,20000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2023-10-31 00:00:00.0,7c5df20f-2956-4ed8-94c1-4017bf360512,10faf3fb-4089-45fd-96bd-9944883baee7
Host/Hostess,"- Greet and seat guests, manage reservations, and handle waitlists. 
- Provide accurate wait time estimates and manage table assignments. 
- Assist in maintaining cleanliness and organization in the dining area. 
- Ensure a warm and welcoming atmosphere for guests.","Bandra, Mumbai",Seesaw,18000.00,22000.00,08:00 AM - 06:00 PM, - ,false,EXPERT,,false,2024-05-03 08:37:45.022,7c74ea75-46cf-47c8-9999-4b84a9913fd9,33130ef7-faa8-4cbc-b82d-4a135997724b
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Balawadi High Street Pune,Bites Fusion,14000.00,16000.00,11:00 AM - 11:00 PM,09:00 AM - 07:00 PM,true,BEGINNER,,false,2024-11-20 13:12:25.41,7c754303-5b25-4459-8444-dc8bf204880c,1c0329d6-e551-47e8-9025-0b5f13252ac1
Cashier,"- Handle cash transactions accurately and process payments. 
- Maintain an organized cash register and reconcile cash drawer. 
- Ensure proper billing and issue receipts. 
- Assist customers with any payment-related inquiries.","Kudasan, Gandhinagar",Brown Butter Cafe,20000.00,25000.00,12:00 PM - 10:00 PM,10:00 AM - 09:00 PM,false,GOOD,,false,2024-03-14 07:13:38.241,7cb1104d-a239-41d5-b148-464995421a3a,d519d6cc-18bf-4069-90da-d946867e17f5
Chinese Chef (Commi),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.",Noida,Samarkand ,18000.00,24000.00,12:00 PM - 09:00 PM, - ,false,BEGINNER,"Pf , esi",false,2024-03-18 08:19:30.47,7ccaa4f1-a673-4f0f-90de-1ecb850eb694,a9c4e970-deba-47e1-8f35-325049acbb7a
Housekeeping GSA,"- Clean and sanitize guest rooms to meet high standards. 
- Replenish amenities, change linens, and make beds. 
- Ensure cleanliness and orderliness in public areas. 
- Report maintenance issues promptly. 
- Respond to guest requests promptly and maintain a guest-centric approach.","Bhachau, Kutch",Hotel Shiv International,10000.00,14000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-09-05 00:00:00.0,7ccec0a5-08e7-4518-be0b-967b57d27bec,d65cb18c-fbb3-495e-8859-0affc43e21b4
Kitchen Helper,"- food preparation, such as chopping vegetables and preparing ingredients. 
- cooking and assembling dishes. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Ahmedabad,Dreams & Mocktails,11000.00,13000.00,02:00 PM - 12:00 AM, - ,true,BEGINNER,Meals and accommodation,false,2023-12-22 00:00:00.0,7cd015d8-0ecf-4468-b68d-7629607a9c3b,ce369cd2-545c-4604-807e-9ddaee0034bb
Chinese Chef (Commi 1 / 2 / 3),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.","Ellisbridge, Ahmedabad",Patang Hotel,18000.00,20000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-12-04 00:00:00.0,7cecb765-61bd-4304-bdb3-6f69aa853bee,590493cf-0ca2-4caa-8d26-0486912ae27d
Tandoor Chef (DCDP / CDP),"- Prepare and cook tandoori dishes, including naan, kebabs, and grilled meats.
- Operate and maintain tandoor oven for optimal cooking.
- Maintain cleanliness and organization in the tandoor section.
- Collaborate with the kitchen team for efficient service.",MEHSANA GUJARAT,PUNJABI CHAAP CORNER MULTI CUISINE RESTAURANT ,25000.00,26000.00,11:00 AM - 11:00 PM, - ,true,GOOD,"ACCOMMODATION WILL BE PROVIDED
30 DAYS DUTY
FOOD WILL BE PROVIDED",false,2024-03-14 04:19:41.19,7cf4856b-2c03-4be7-85f5-cf1e1b191f6f,eec81416-bb7c-4726-b9a2-afdabca15c67
Private Butler,"- Provide personalized services and attend to guests' needs and requests. 
- Coordinate and arrange various activities and reservations. 
- Maintain high standards of cleanliness and organization. 
- Ensure guest satisfaction and confidentiality.",Ahmedabad,Sodexo,60000.00,65000.00,10:00 AM - 12:00 PM,08:00 AM - 07:00 PM,true,EXPERT,,false,2024-12-26 04:53:41.832,7cfa6d40-473e-4949-9b18-34f7b347759a,c84186b0-55c6-4a2c-8f06-cb0afc3e518f
Pan-Asian Chef (DCDP / CDP),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.","Sindhubhavan Rd, Ahmedabad",BUBBLEPOP! Cafe,20000.00,30000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-09-15 00:00:00.0,7d2d8188-68f5-43a3-8ba6-2699489188b3,c2787436-70fb-44d5-985f-6fd66387ec9e
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Nande- Mahalunge Pune,Oh Crumbs,12000.00,13000.00,11:00 AM - 11:00 PM,10:00 AM - 11:00 PM,true,BEGINNER,,false,2025-03-12 11:00:26.179,7d74c426-745a-4a12-83c0-8bed0164df6d,d9dfc4e0-5796-45f6-b086-ecd39d155de0
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Kopa Mall,Good Flippin Burgers,15000.00,16000.00, - , - ,false,BEGINNER,Bonus + Incentives,false,2024-12-27 08:19:20.022,7d76ae98-bcc7-49d5-8673-d1df9c64ec68,de4ce4ff-e928-4e67-98c7-65e7730aa346
Shift Manager / Shift Supervisor,"- Ensure timely preparation and delivery of orders. 
- Coordinate between the kitchen and front of house staff. 
- Lead and manage the team on shift.. 
- Billing & settlements 
- Manage timing and efficiency of food preparation. 
- Handle communication and troubleshooting during service.","Kharadi, Pune",Good Flippin Burgers,20000.00,22000.00, - , - ,false,GOOD,Bonus + Incentives,true,2024-12-27 08:31:16.956,7d9d5ec7-14cf-4500-9c2b-aeb993acf8bf,de4ce4ff-e928-4e67-98c7-65e7730aa346
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Chandkhela , Ahmedabad",522 Restaurants ,15000.00,17500.00, - , - ,true,GOOD,,true,2025-07-09 05:47:46.589,7d9df9c6-b034-4ec3-9e74-b0115aac8b5d,78e333fb-2258-495d-aeff-3f3c02bc6a8a
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.","Sindhubhavan Rd, Ahmedabad",BUBBLEPOP! Cafe,11000.00,13000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-09-05 00:00:00.0,7e1a66d3-f4cf-4364-8c03-1efceb3b97ba,c2787436-70fb-44d5-985f-6fd66387ec9e
Pastry Chef (DCDP / CDP),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Mahalaxmi, Mumbai",Sage and Saffron,30000.00,35000.00, - ,10:00 AM - 8:00 PM,false,BEGINNER,,false,2023-09-05 00:00:00.0,7e1dbb8e-3986-4f87-8217-ae3049ad3e9c,e95dfd4f-746f-4f37-a9d1-65b6d6c0a581
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Ahmedabad,Chinese Wok Express ,11000.00,12000.00,11:00 AM - 12:00 PM, - ,true,GOOD,"Food and accommodation
Break in noon",false,2023-10-28 00:00:00.0,7e3e1742-cea8-43ed-bea5-befbaac93bb3,8b978113-fd78-44fd-afab-96bedf9e60db
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.",Baroda,Tomato's,16000.00,18000.00,01:00 PM - 11:00 PM, - ,true,BEGINNER,Food & accommodation provided,true,2025-01-17 10:24:41.626,7e661cc2-f710-43ff-afa4-e51c946458db,b5712534-c78c-42a9-9f7e-ed4636ca0423
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Panjrapole, Ahmedabad",Turquoise Villa,15000.00,16000.00, - , - ,false,GOOD,,true,2025-05-17 13:50:47.628,7eb221fc-f942-41c2-9b05-0c5d20908b3e,19246a50-d69e-47a1-9789-70512c7b21ab
Italian Chef (DCDP / CDP),"- Prepare and cook Italian cuisine dishes, including pasta, risotto, and pizzas.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Italian kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad,The global platter ,17000.00,20000.00,12:00 AM - 11:00 PM, - ,true,BEGINNER,,true,2025-02-21 18:49:08.226,7eb477c6-d748-410c-9ab7-bbddd1311b50,db43cb61-3b70-435f-a4a4-d851ee16da70
Bakery & Pastry Chef (Sous Chef),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Bodakdev, Ahmedabad",The Goan Bakery,40000.00,50000.00, - , - ,false,GOOD,On duty meals,false,2024-08-16 04:29:07.19,7f17aea4-281b-4f15-81b0-9745a77e991e,ee924f4c-fce2-405d-ac93-c8a196f799a0
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.","Kalali, Vadodara",Picaso The Master Chef,20000.00,25000.00, - , - ,true,GOOD,,false,2024-03-21 13:02:45.68,7f38d9fe-2885-4159-a30e-8218648f0758,9f962eec-4f7a-4f0e-83e3-e600eb7f6a14
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Candle Light Date N Dinner Restaurant ,5000.00,6000.00,06:00 PM - 11:00 PM, - ,false,BEGINNER,"Part time job 
At s g highway restaurant ",true,2024-09-21 08:58:22.453,7f8fecae-262b-4d4e-a3f9-71b6c62f5a3d,6d04926e-2725-4e78-998f-33eaf85ccc99
F & B Executive,"- Assist in daily F&B operations and ensure adherence to service standards.
- Monitor inventory levels, stock requisitions, and order placement.
- Support team training, scheduling, and performance tracking.
- Address guest queries and ensure a seamless dining experience.
- Coordinate with kitchen and service teams for smooth operations.","Khar West, Mumbai",Apero by Malvika,27000.00,30000.00, - , - ,false,GOOD,Food Provided,false,2025-01-16 07:39:59.651,7fa21ec8-4d81-4b07-935f-d72c8b2041e2,65331f92-3b84-4d6b-9ae3-2ac8f3400d32
Chinese Chef (Commi),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.","Thane, Maharashtra",Kudos Restaurant and Banquet,18000.00,20000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,true,2025-05-31 10:29:54.161,7fc19ce9-fa1e-414f-8e02-47c1ded6e3f1,fa721d84-b3c3-48e8-bc6f-d570b72b5a7e
Security Guards,"- Ensure the safety and security of the restaurant premises and its customers.
- Monitor and control access to the restaurant.
- Handle any security-related incidents or emergencies.
- Maintain vigilance and report any suspicious activities.",Indore,Dhaba Junction ,9000.00,11000.00,07:00 PM - 07:00 AM, - ,true,BEGINNER,,false,2024-04-27 09:01:21.072,7fc558fa-b3cd-40b8-af25-f47f3412c543,8db4f536-5747-47dc-836d-9f4795087d24
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Ahmedabad Navrangpura,Cuppuccino ,12000.00,13000.00,10:00 AM - 11:00 PM, - ,true,BEGINNER,With break duty,false,2024-02-04 00:00:00.0,7fd9bf05-f588-45f3-a6a4-78868f6a8844,d3d22d7f-e7fe-46f2-8a42-69f07305f468
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.",Ahmedabad ,Kovallam,12000.00,18000.00,11:00 AM - 10:00 PM, - ,true,GOOD,"3 to 6 will be break
Commissions on upselling are provided 
",true,2025-04-29 11:34:03.769,7fe45807-5443-4be1-bcb4-05f69543931a,12a6ccb0-7d48-4de1-8566-86723e2a4617
Store Executive,"- Assist in inventory management and stock control.
- Receive and verify deliveries.
- Maintain proper storage and documentation.
- Assist in stock replenishment and coordination with suppliers.","Ahmedabad, Gujarat",THE PENTHOUSE - BY NOVELCHEF,18000.00,25000.00,11:00 AM - 11:00 PM, - ,false,BEGINNER,,false,2024-03-26 12:39:45.249,8004845e-2595-4b91-8891-8764fd92063e,0b4c7150-1bb2-4cba-beb8-be8487ec29db
Bakery & Pastry Chef (DCDP / CDP),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Anand, Gujarat",Madhubhan Resort & Spa,28000.00,32000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-10-31 00:00:00.0,800b8c0c-99bc-4023-bad8-031c93149bea,2d74c628-cdcb-4a49-b6ad-3f885032471a
Indian (Curry) Chef (DCDP / CDP),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.","Anand, Gujarat",Madhubhan Resort & Spa,28000.00,32000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-10-31 00:00:00.0,801b473a-6451-425b-bd2b-88b5550a33b6,2d74c628-cdcb-4a49-b6ad-3f885032471a
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Surat, Gujarat",Size Zero Cafe - Surat,13000.00,14000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-10-31 00:00:00.0,80b7461d-9265-47bc-b963-b20045e787b5,d7e57130-965e-4645-9e8e-970fd06fa956
Mexican Chef (DCDP / CDP),"- Prepare and cook Mexican cuisine dishes, including tacos, enchiladas, and salsas.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Mexican kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad,The global platter ,20000.00,25000.00,12:00 AM - 11:00 PM, - ,true,BEGINNER,,true,2025-01-23 12:04:39.62,80d542ab-b430-4156-b521-6a538a6fd5f5,db43cb61-3b70-435f-a4a4-d851ee16da70
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Kandivali West, Mumbai",Masala Mavenns,12000.00,15000.00, - , - ,true,BEGINNER,Food,false,2024-10-01 08:15:43.486,80ef14d4-6ff0-401f-aebe-7b119ba70b74,208c3b6e-5fa7-4dc3-99e5-c26082c689f1
Garde Manger / Pantry / Cold Kitchen Chef,"- Prepare cold dishes, salads, appetizers, and garnishes. 
- Create and assemble charcuterie and cheese boards. 
- Ensure the freshness and presentation of pantry items. 
- Collaborate with the kitchen team for timely service. 
- Monitor inventory and order pantry ingredients.",Dholera,Sodexo,16000.00,17000.00, - , - ,true,BEGINNER,,true,2025-01-15 09:46:20.615,80f21a1e-9902-43a1-a326-f7e708eb4a44,c84186b0-55c6-4a2c-8f06-cb0afc3e518f
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.","Vijay cross road, Ahmedabad",Shree Radhe,13000.00,15000.00,12:00 PM - 10:00 PM,10:00 AM - 07:00 PM,true,BEGINNER,,true,2025-07-15 11:24:48.9,8137cd9f-5061-4f2e-9ed0-743ba4958488,74f5ff90-482d-4f61-83ec-d6c30c69a035
